"JNS","Janus Capital Group, Inc","14.81","FINANCE"
"UAM","Universal American Corp.","7.58","HEALTH CARE"
"BITA","Bitauto Holdings Limited","24.66","TECHNOLOGY"
"MCRN","Milacron Holdings Corp.","20.25","TECHNOLOGY"
"MTU","Mitsubishi UFJ Financial Group Inc","6.23","FINANCE"
"UHS","Universal Health Services, Inc.","135.26","HEALTH CARE"
"CNW","Con-way Inc.","47.4","TRANSPORTATION"
"HSEA","HSBC Holdings plc","26.46","FINANCE"
"HIVE","Aerohive Networks, Inc.","5.96","TECHNOLOGY"
"CDI","CDI Corporation","8.83","TECHNOLOGY"
"BRO","Brown & Brown, Inc.","31.76","FINANCE"
"KSU","Kansas City Southern","92.57","TRANSPORTATION"
"WBS","Webster Financial Corporation","35.68","FINANCE"
"FGL","Fidelity and Guaranty Life","25.41","FINANCE"
"MFG","Mizuho Financial Group, Inc.","3.94","FINANCE"
"KCC","Lehman ABS Corporation","27.37","FINANCE"
"NVS","Novartis AG","95.62","HEALTH CARE"
"OOMA","Ooma, Inc.","8.72","TECHNOLOGY"
"MWW","Monster Worldwide, Inc.","6.84","TECHNOLOGY"
"ISF","ING Group, N.V.","25.33","FINANCE"
"ITG","Investment Technology Group, Inc.","12.71","FINANCE"
"BFR","BBVA Banco Frances S.A.","17","FINANCE"
"IVC","Invacare Corporation","15.05","HEALTH CARE"
"MER^E","Merrill Lynch & Co., Inc.","25.74","FINANCE"
"IMN","Imation Corporation","2.46","TECHNOLOGY"
"OFG^A","OFG Bancorp","19.6599","FINANCE"
"PIY","Merrill Lynch Depositor, Inc.","26.55","FINANCE"
"CLS","Celestica, Inc.","12.6","TECHNOLOGY"
"VLY","Valley National Bancorp","9.52","FINANCE"
"OB","OneBeacon Insurance Group, Ltd.","13.95","FINANCE"
"ING","ING Group, N.V.","14.8","FINANCE"
"JBR","Select Asset Inc.","16.54","FINANCE"
"AMP","AMERIPRISE FINANCIAL SERVICES, INC.","108.92","FINANCE"
"BCRH","Blue Capital Reinsurance Holdings Ltd.","16.66","FINANCE"
"APO","Apollo Global Management, LLC","18.67","FINANCE"
"RM","Regional Management Corp.","15.69","FINANCE"
"WCG","WellCare Health Plans, Inc.","96.12","HEALTH CARE"
"ISH","International Shipholding Corporation","4.43","TRANSPORTATION"
"MMI","Marcus & Millichap, Inc.","44.56","FINANCE"
"JMP","JMP Group LLC","6.56","FINANCE"
"KYO","Kyocera Corporation","48.16","TECHNOLOGY"
"NFJ","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund","12.87","FINANCE"
"FDX","FedEx Corporation","150.23","TRANSPORTATION"
"BNS","Bank of Nova Scotia (The)","43.91","FINANCE"
"DHT","DHT Holdings, Inc.","7.42","TRANSPORTATION"
"RBS","Royal Bank Scotland plc (The)","10.04","FINANCE"
"MTG","MGIC Investment Corporation","10.18","FINANCE"
"IL","IntraLinks Holdings, Inc.","9.54","TECHNOLOGY"
"BOCA","Banc of California, Inc.","25.92","FINANCE"
"UNM","Unum Group","32.46","FINANCE"
"GSH","Guangshen Railway Company Limited","20.94","TRANSPORTATION"
"TNC","Tennant Company","55.01","TECHNOLOGY"
"TZF","Bear Stearns Depositor, Inc.","68.72","FINANCE"
"MRK","Merck & Company, Inc.","52.34","HEALTH CARE","DOW"
"MCY","Mercury General Corporation","50.53","FINANCE"
"PAYC","Paycom Software, Inc.","38.76","TECHNOLOGY"
"BHLB","Berkshire Hills Bancorp, Inc.","27.92","FINANCE"
"BCR","C.R. Bard, Inc.","191.4","HEALTH CARE"
"ECOM          ","ChannelAdvisor Corporation","10.79","TECHNOLOGY"
"FOR","Forestar Group Inc","12.3","FINANCE"
"CS","Credit Suisse Group","26.27","FINANCE"
"GOV","Government Properties Income Trust","15.6","FINANCE"
"CAH","Cardinal Health, Inc.","84.31","HEALTH CARE"
"WD","Walker & Dunlop, Inc.","23.7","FINANCE"
"AUO","AU Optronics Corp","3.34","TECHNOLOGY"
"HTH","Hilltop Holdings Inc.","20.41","FINANCE"
"HDB","HDFC Bank Limited","57.67","FINANCE"
"JNPR","Juniper Networks, Inc.","25.33","TECHNOLOGY"
"DKT","Deutsch Bk Contingent Cap Tr V","28.42","FINANCE"
"SF","Stifel Financial Corporation","45.22","FINANCE"
"AXS","Axis Capital Holdings Limited","53.84","FINANCE"
"USDP","USD Partners LP","9.28","TRANSPORTATION"
"TCB","TCF Financial Corporation","15.46","FINANCE"
"GJV","Synthetic Fixed-Income Securities, Inc.","25.54","FINANCE"
"OPWR","Opower, Inc.","9.37","TECHNOLOGY"
"KTN","Lehman ABS Corporation","30.75","FINANCE"
"MER^D","Merrill Lynch & Co., Inc.","25.73","FINANCE"
"CNO","CNO Financial Group, Inc.","17.92","FINANCE"
"IHC","Independence Holding Company","12.32","FINANCE"
"CP","Canadian Pacific Railway Limited","143.26","TRANSPORTATION"
"GTS","Triple-S Management Corporation","21","FINANCE"
"CIT","CIT Group Inc (DEL)","42.24","FINANCE"
"ZEN","Zendesk, Inc.","21.61","TECHNOLOGY"
"CBM","Cambrex Corporation","47.24","HEALTH CARE"
"WFC","Wells Fargo & Company","52.77","FINANCE"
"RCAP","RCS CAPITAL CORPORATION","1.5","FINANCE"
"FBP","First BanCorp.","3.81","FINANCE"
"GS","Goldman Sachs Group, Inc. (The)","183.94","FINANCE","DOW"
"MRIN","Marin Software Incorporated","3.85","TECHNOLOGY"
"UAL","United Continental Holdings, Inc.","57.45","TRANSPORTATION"
"TGH","Textainer Group Holdings Limited","17.25","TECHNOLOGY"
"FMD","First Marblehead Corporation (The)","3.455","FINANCE"
"BLW","Citigroup Inc.","14.42","FINANCE"
"UMC","United Microelectronics Corporation","1.76","TECHNOLOGY"
"SGM","Stonegate Mortgage Corporation","8.46","FINANCE"
"ITUB","Itau Unibanco Banco Holding SA","7.16","FINANCE"
"NSAM","NorthStar Asset Management Group, Inc.","16.57","FINANCE"
"AFG","American Financial Group, Inc.","69.36","FINANCE"
"DB","Deutsche Bank AG","29.14","FINANCE"
"BNK","C1 Financial, Inc.","18.47","FINANCE"
"CFG","Citizens Financial Group, Inc.","24.41","FINANCE"
"GZT","Gazit-Globe Ltd.","10.76","FINANCE"
"IBN","ICICI Bank Limited","8.4","FINANCE"
"ISP","ING Group, N.V.","25.53","FINANCE"
"WRB","W.R. Berkley Corporation","53.97","FINANCE"
"ZBH","Zimmer Biomet Holdings, Inc.","99.04","HEALTH CARE"
"HMN","Horace Mann Educators Corporation","33.18","FINANCE"
"MODN","Model N, Inc.","10.34","TECHNOLOGY"
"CMN","Cantel Medical Corp.","50.86","HEALTH CARE"
"KING","King Digital Entertainment plc","13.42","TECHNOLOGY"
"BOH","Bank of Hawaii Corporation","62.96","FINANCE"
"UPS","United Parcel Service, Inc.","97.01","TRANSPORTATION"
"SEM","Select Medical Holdings Corporation","12.18","HEALTH CARE"
"AHL","Aspen Insurance Holdings Limited","45.74","FINANCE"
"LH","Laboratory Corporation of America Holdings","118.29","HEALTH CARE"
"TXTR","Textura Corporation","26.19","TECHNOLOGY"
"XON","Intrexon Corporation","45.9","HEALTH CARE"
"AIW","Arlington Asset Investment Corp","22.8","FINANCE"
"PVTD","PrivateBancorp, Inc.","26.38","FINANCE"
"C","Citigroup Inc.","50.98","FINANCE"
"CSU","Capital Senior Living Corporation","21.28","HEALTH CARE"
"DVA","DaVita healthCare Partners Inc.","74.77","HEALTH CARE"
"PRA","ProAssurance Corporation","49.62","FINANCE"
"OZM","Och-Ziff Capital Management Group LLC","9.56","FINANCE"
"TFX","Teleflex Incorporated","136.28","HEALTH CARE"
"BCS","Barclays PLC","15.7","FINANCE"
"BAC^W","Bank of America Corporation","25.55","FINANCE"
"AI","Arlington Asset Investment Corp","15.86","FINANCE"
"NVO","Novo Nordisk A/S","55.97","HEALTH CARE"
"WDAY","Workday, Inc.","69.87","TECHNOLOGY"
"PGR","Progressive Corporation (The)","30.18","FINANCE"
"GJO","SYNTHETIC FIXED INCOME SECURITIES INC","19.9","FINANCE"
"EVER","EverBank Financial Corp.","20.08","FINANCE"
"EURN","Euronav NV","13.47","TRANSPORTATION"
"CSC","Computer Sciences Corporation","61.49","TECHNOLOGY"
"SC","Santander Consumer USA Holdings Inc.","21.77","FINANCE"
"GEH","General Electric Capital Corporation","25.15","FINANCE"
"SRT","StarTek, Inc.","3.5","TECHNOLOGY"
"ETN","Eaton Corporation, PLC","54.68","TECHNOLOGY"
"GYB","CABCO Series 2004-101 Trust","20.4","FINANCE"
"AEK","Aegon NV","27.52","FINANCE"
"CIVI","Civitas Solutions, Inc.","25.28","HEALTH CARE"
"DST","DST Systems, Inc.","106.6","TECHNOLOGY"
"RESI","Altisource Residential Corporation","15.99","FINANCE"
"HYH","Halyard Health, Inc.","33.18","HEALTH CARE"
"SWFT","Swift Transportation Company","19.44","TRANSPORTATION"
"BSAC","Banco Santander Chile","19.01","FINANCE"
"RGA","Reinsurance Group of America, Incorporated","91.12","FINANCE"
"LUX","Luxottica Group, S.p.A.","67.07","HEALTH CARE"
"VLY^A","Valley National Bancorp","25.44","FINANCE"
"BBVA","Banco Bilbao Viscaya Argentaria S.A.","8.78","FINANCE"
"OAK","Oaktree Capital Group, LLC","50.06","FINANCE"
"STT","State Street Corporation","71.3","FINANCE"
"CVS","CVS Health Corporation","100.16","HEALTH CARE"
"SGZA","Selective Insurance Group, Inc.","24.97","FINANCE"
"LM","Legg Mason, Inc.","42.15","FINANCE"
"ZNH","China Southern Airlines Company Limited","32.13","TRANSPORTATION"
"IVZ","Invesco Plc","32.66","FINANCE"
"GDOT","Green Dot Corporation","17.69","FINANCE"
"BMO","Bank Of Montreal","52.26","FINANCE"
"RDN","Radian Group Inc.","17.49","FINANCE"
"ANET","Arista Networks, Inc.","63.19","TECHNOLOGY"
"SPA","Sparton Corporation","21.77","TECHNOLOGY"
"SAN","Banco Santander, S.A.","5.64","FINANCE"
"SSW","Seaspan Corporation","16.4","TRANSPORTATION"
"THGA","The Hanover Insurance Group, Inc.","24.98","FINANCE"
"GJH","SYNTHETIC FIXED INCOME SECURITIES INC","9.5","FINANCE"
"CIB","BanColombia S.A.","34.31","FINANCE"
"JPM^H","J P Morgan Chase & Co","24.95","FINANCE"
"BSBR","Banco Santander Brasil SA","3.83","FINANCE"
"JBL","Jabil Circuit, Inc.","19.71","TECHNOLOGY"
"AIG","American International Group, Inc.","58","FINANCE"
"LFC","China Life Insurance Company Limited","17.14","FINANCE"
"RJD","Raymond James Financial, Inc.","26.16","FINANCE"
"MWO","Morgan Stanley","25.25","FINANCE"
"NPTN","NeoPhotonics Corporation","6.99","TECHNOLOGY"
"KAI","Kadant Inc","40.96","TECHNOLOGY"
"OMC","Omnicom Group Inc.","67.15","TECHNOLOGY"
"NSP","Insperity, Inc.","43.24","TECHNOLOGY"
"FLTX","Fleetmatics Group PLC","46.1","TECHNOLOGY"
"RBS^F","Royal Bank Scotland plc (The)","25.35","FINANCE"
"PJS","Preferred Plus Trust Ser QWS 2 Tr Ctf","26.3","FINANCE"
"AFW","American Financial Group, Inc.","25.89","FINANCE"
"HAE","Haemonetics Corporation","35.17","HEALTH CARE"
"IM","Ingram Micro Inc.","27.45","TECHNOLOGY"
"RF","Regions Financial Corporation","9.59","FINANCE"
"ENVA","Enova International, Inc.","11.51","FINANCE"
"GYC","Corporate Asset Backed Corp CABCO","22.1","FINANCE"
"DXB","Deutsche Bank AG","25.95","FINANCE"
"GNW","Genworth Financial Inc","5.01","FINANCE"
"HCA","HCA Holdings, Inc.","84.98","HEALTH CARE"
"COO","Cooper Companies, Inc. (The)","147.8","HEALTH CARE"
"Q","Quintiles Transitional Holdings Inc.","75.61","HEALTH CARE"
"WIT","Wipro Limited","11.71","TECHNOLOGY"
"AIZ","Assurant, Inc.","76.64","FINANCE"
"BBDO","Banco Bradesco Sa","6.98","FINANCE"
"CI","Cigna Corporation","139.34","HEALTH CARE"
"ASB","Associated Banc-Corp","18.28","FINANCE"
"AVH","Avianca Holdings S.A.","5.54","TRANSPORTATION"
"NUS","Nu Skin Enterprises, Inc.","42.88","HEALTH CARE"
"MM","Millennial Media, Inc.","1.74","TECHNOLOGY"
"LAZ","Lazard Ltd.","45.48","FINANCE"
"GI","EndoChoice Holdings, Inc.","16.1","HEALTH CARE"
"TDC","Teradata Corporation","29.39","TECHNOLOGY"
"BCO","Brink&#39;s Company (The)","27.21","TRANSPORTATION"
"MCO","Moody&#39;s Corporation","100.92","FINANCE"
"CSLT","Castlight Health, inc.","5.6","TECHNOLOGY"
"FNB","F.N.B. Corporation","12.8","FINANCE"
"AGM","Federal Agricultural Mortgage Corporation","26.5","FINANCE"
"PNR","Pentair plc.","53.49","TECHNOLOGY"
"PFSI","PennyMac Financial Services, Inc.","16.12","FINANCE"
"GCAP","GAIN Capital Holdings, Inc.","7.61","FINANCE"
"AWH","Allied World Assurance Company Holdings, AG","38.48","FINANCE"
"EVR","Evercore Partners Inc","51.91","FINANCE"
"JGW","J.G. Wentworth Company (The)","5.44","FINANCE"
"PRI","Primerica, Inc.","44.09","FINANCE"
"AZN","Astrazeneca PLC","33.17","HEALTH CARE"
"JNJ","Johnson & Johnson","93.32","HEALTH CARE","DOW"
"UNP","Union Pacific Corporation","85.73","TRANSPORTATION"
"RJF","Raymond James Financial, Inc.","51.84","FINANCE"
"PN","Patriot National, Inc.","16.17","FINANCE"
"PZN","Pzena Investment Management Inc","8.08","FINANCE"
"RE","Everest Re Group, Ltd.","177.16","FINANCE"
"MR","Mindray Medical International Limited","23.61","HEALTH CARE"
"NBG","National Bank of Greece SA","0.6859","FINANCE"
"MLP","Maui Land & Pineapple Company, Inc.","5.28","FINANCE"
"BCA","Corpbanca","14.1","FINANCE"
"PRU","Prudential Financial, Inc.","78.51","FINANCE"
"TSL","Trina Solar Limited","9.07","TECHNOLOGY"
"EVHC","Envision Healthcare Holdings, Inc.","42.34","HEALTH CARE"
"SNX","Synnex Corporation","83.98","TECHNOLOGY"
"VAC","Marriot Vacations Worldwide Corporation","71.14","FINANCE"
"TRV","The Travelers Companies, Inc.","99.28","FINANCE","DOW"
"KFH","KKR Financial Holdings LLC","26.98","FINANCE"
"SHG","Shinhan Financial Group Co Ltd","34.33","FINANCE"
"AJG","Arthur J. Gallagher & Co.","42.01","FINANCE"
"YGE","Yingli Green Energy Holding Company Limited","0.5555","TECHNOLOGY"
"GWRE","Guidewire Software, Inc.","51.78","TECHNOLOGY"
"EMG","Emergent Capital, Inc.","5.36","FINANCE"
"XKE","Lehman ABS Corporation","6.04","FINANCE"
"NMR","Nomura Holdings Inc ADR","6.11","FINANCE"
"RBS^I","Royal Bank Scotland plc (The)","25.2","FINANCE"
"AIC","Arlington Asset Investment Corp","22.6","FINANCE"
"RMAX","RE/MAX Holdings, Inc.","37.58","FINANCE"
"HGH","Hartford Financial Services Group, Inc. (The)","31.01","FINANCE"
"NVGS","Navigator Holdings Ltd.","14.98","TRANSPORTATION"
"CMCM","Cheetah Mobile Inc.","16.54","TECHNOLOGY"
"VMW","Vmware, Inc.","79.98","TECHNOLOGY"
"AEH","Aegon NV","25.24","FINANCE"
"CEA","China Eastern Airlines Corporation Ltd.","28.27","TRANSPORTATION"
"MSK","Morgan Stanley","25.62","FINANCE"
"CNC","Centene Corporation","63.2","HEALTH CARE"
"HLI","Houlihan Lokey, Inc.","21.28","FINANCE"
"COF^C","Capital One Financial Corporation","25.3232","FINANCE"
"KTH","Lehman ABS Corporation","31.3028","FINANCE"
"CNS","Cohn & Steers Inc","28.32","FINANCE"
"ICE","Intercontinental Exchange Inc.","233.55","FINANCE"
"YDKN","Yadkin Financial Corporation","21.43","FINANCE"
"HELI","CHC Group Ltd.","0.82","TRANSPORTATION"
"DAC","Danaos Corporation","6.11","TRANSPORTATION"
"MFC","Manulife Financial Corp","15.29","FINANCE"
"AET","Aetna Inc.","116.39","HEALTH CARE"
"NYCB","New York Community Bancorp, Inc.","17.94","FINANCE"
"CMRE","Costamare Inc.","14.33","TRANSPORTATION"
"MHNC","Maiden Holdings, Ltd.","26.96","FINANCE"
"TRNO","Terreno Realty Corporation","20.15","FINANCE"
"SNY","Sanofi","49.72","HEALTH CARE"
"IPG","Interpublic Group of Companies, Inc. (The)","19.8","TECHNOLOGY"
"INFY","Infosys Limited","17.68","TECHNOLOGY"
"JBN","Select Asset Inc.","16.73","FINANCE"
"STI","SunTrust Banks, Inc.","39.6","FINANCE"
"ENZ","Enzo Biochem, Inc.","2.99","HEALTH CARE"
"FIG","Fortress Investment Group LLC","5.33","FINANCE"
"BPY","Brookfield Property Partners L.P.","20.93","FINANCE"
"GWB","Great Western Bancorp, Inc.","25.38","FINANCE"
"GWRU","Genesee & Wyoming, Inc.","94.29","TRANSPORTATION"
"JBK","Lehman ABS Corporation","25.08","FINANCE"
"KW","Kennedy-Wilson Holdings Inc.","24.15","FINANCE"
"BANC","Banc of California, Inc.","12.58","FINANCE"
"XTLY","Xactly Corporation","7.12","TECHNOLOGY"
"FNF","Fidelity National Financial, Inc.","36.31","FINANCE"
"KFY","Korn/Ferry International","33.26","TECHNOLOGY"
"DQ","DAQO New Energy Corp.","14.8","TECHNOLOGY"
"FNFV","Fidelity National Financial, Inc.","14.07","FINANCE"
"DPLO","Diplomat Pharmacy, Inc.","39.77","HEALTH CARE"
"DDD","3D Systems Corporation","12.53","TECHNOLOGY"
"JPM","J P Morgan Chase & Co","62.38","FINANCE","DOW"
"ARES","Ares Management L.P.","17.39","FINANCE"
"TMH","Team Health Holdings, Inc.","59.82","TECHNOLOGY"
"GOL","Gol Linhas Aereas Inteligentes S.A.","1.12","TRANSPORTATION"
"TEVA","Teva Pharmaceutical Industries Limited","63.5","HEALTH CARE"
"Y","Alleghany Corporation","469.45","FINANCE"
"KTP","Lehman ABS Corporation","18.2899","FINANCE"
"INVN","InvenSense, Inc.","9.96","TECHNOLOGY"
"AMBR","Amber Road, Inc.","4.43","TECHNOLOGY"
"ATHM","Autohome Inc.","28.85","TECHNOLOGY"
"TAL","TAL International Group, Inc.","15.72","TECHNOLOGY"
"SBNA","Scorpio Tankers Inc.","23.15","TRANSPORTATION"
"NOW","ServiceNow, Inc.","73.56","TECHNOLOGY"
"PNC","PNC Financial Services Group, Inc. (The)","90.66","FINANCE"
"EFX","Equifax, Inc.","97.83","FINANCE"
"CMA","Comerica Incorporated","41.99","FINANCE"
"PFE","Pfizer, Inc.","32.71","HEALTH CARE","DOW"
"PJH","Prudential Financial, Inc.","25.24","FINANCE"
"KMPA","Kemper Corporation","26.1","FINANCE"
"HHS","Harte-Hanks, Inc.","3.67","TECHNOLOGY"
"RNG","Ringcentral, Inc.","18.28","TECHNOLOGY"
"SSTK","Shutterstock, Inc.","32.54","TECHNOLOGY"
"BBD","Banco Bradesco Sa","6.09","FINANCE"
"TYL","Tyler Technologies, Inc.","145.66","TECHNOLOGY"
"BLK","BlackRock, Inc.","301.06","FINANCE"
"FII","Federated Investors, Inc.","30.49","FINANCE"
"EXAM","ExamWorks Group, Inc.","31.51","HEALTH CARE"
"AFM","Affiliated Managers Group, Inc.","25.31","FINANCE"
"OMAM","OM Asset Management plc","16.22","FINANCE"
"STNG","Scorpio Tankers Inc.","9.16","TRANSPORTATION"
"TBI","TrueBlue, Inc.","24.77","TECHNOLOGY"
"NOAH","Noah Holdings Ltd.","20.84","FINANCE"
"USPH","U.S. Physical Therapy, Inc.","46.07","HEALTH CARE"
"KFS","Kingsway Financial Services, Inc.","4.79","FINANCE"
"NVRO","Nevro Corp.","45.73","HEALTH CARE"
"BAC^Y","Bank of America Corporation","25.59","FINANCE"
"BKD","Brookdale Senior Living Inc.","26.91","HEALTH CARE"
"DFT","Dupont Fabros Technology, Inc.","26.6","FINANCE"
"BKU","BankUnited, Inc.","36.45","FINANCE"
"LPG","Dorian LPG Ltd.","11.59","TRANSPORTATION"
"BK","Bank Of New York Mellon Corporation (The)","39.56","FINANCE"
"SSNI","Silver Spring Networks, Inc.","12.7","TECHNOLOGY"
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","41.49","TECHNOLOGY"
"RHI","Robert Half International Inc.","51.24","TECHNOLOGY"
"DSXN","Diana Shipping inc.","23.01","TRANSPORTATION"
"GSF","Goldman Sachs Group, Inc. (The)","25.3099","FINANCE"
"AL","Air Lease Corporation","31.45","TECHNOLOGY"
"NEFF","Neff Corporation","5.8","TECHNOLOGY"
"NBHC","National Bank Holdings Corporation","20.36","FINANCE"
"KKR","KKR & Co. L.P.","18.4","FINANCE"
"LFL","LATAM Airlines Group S.A.","5.32","TRANSPORTATION"
"NSM","Nationstar Mortgage Holdings Inc.","16.39","FINANCE"
"OMI","Owens & Minor, Inc.","33.89","HEALTH CARE"
"VAR","Varian Medical Systems, Inc.","78.92","HEALTH CARE"
"OFG","OFG Bancorp","9.02","FINANCE"
"FHN","First Horizon National Corporation","14.57","FINANCE"
"CBU","Community Bank System, Inc.","35.29","FINANCE"
"TD","Toronto Dominion Bank (The)","39.02","FINANCE"
"LNKD","LinkedIn Corporation","194.26","TECHNOLOGY"
"LADR","Ladder Capital Corp","15.6","FINANCE"
"QTM","Quantum Corporation","1.02","TECHNOLOGY"
"MAN","ManpowerGroup","86.9","TECHNOLOGY"
"MWG","Morgan Stanley","25.29","FINANCE"
"PFK","Prudential Financial, Inc.","25.74","FINANCE"
"APAM","Artisan Partners Asset Management Inc.","38.53","FINANCE"
"CO","China Cord Blood Corporation","6.33","FINANCE"
"UVE","UNIVERSAL INSURANCE HOLDINGS INC","27.27","FINANCE"
"SWI","Solarwinds, Inc.","40.93","TECHNOLOGY"
"PRGO","Perrigo Company","181.26","HEALTH CARE"
"PHH","PHH Corp","16.02","FINANCE"
"EV","Eaton Vance Corporation","34.23","FINANCE"
"MER^F","Merrill Lynch & Co., Inc.","25.82","FINANCE"
"BDX","Becton, Dickinson and Company","136.26","HEALTH CARE"
"AFSS","AmTrust Financial Services, Inc.","24.4699","FINANCE"
"CW","Curtiss-Wright Corporation","66.64","TECHNOLOGY"
"KNX","Knight Transportation, Inc.","27.24","TRANSPORTATION"
"CYH","Community Health Systems, Inc.","51.74","HEALTH CARE"
"JKS","JinkoSolar Holding Company Limited","22.08","TECHNOLOGY"
"AFL","Aflac Incorporated","57.8","FINANCE"
"CNA","CNA Financial Corporation","35.59","FINANCE"
"MS","Morgan Stanley","33.81","FINANCE"
"SFG","StanCorp Financial Group, Inc.","114.56","FINANCE"
"RZA","Reinsurance Group of America, Incorporated","27.68","FINANCE"
"CRY","CryoLife, Inc.","9.5","HEALTH CARE"
"NAO","Nordic American Offshore Ltd","6.26","TRANSPORTATION"
"JPM^A","J P Morgan Chase & Co","24.175","FINANCE"
"RLD","RealD Inc","10.27","TECHNOLOGY"
"EBS","Emergent Biosolutions, Inc.","32.42","HEALTH CARE"
"CCM","Concord Medical Services Holdings Limited","4.99","HEALTH CARE"
"PFH","CABCO Series 2004-101 Trust","18.53","FINANCE"
"SUNE","SunEdison, Inc.","10.6","TECHNOLOGY"
"NSC","Norfolk Souther Corporation","78.69","TRANSPORTATION"
"ZBK","Zions Bancorporation","27.79","FINANCE"
"CTS","CTS Corporation","18.41","TECHNOLOGY"
"NPD","China Nepstar Chain Drugstore Ltd","2.12","HEALTH CARE"
"TARO","Taro Pharmaceutical Industries Ltd.","142.41","HEALTH CARE"
"SMFG","Sumitomo Mitsui Financial Group Inc","7.86","FINANCE"
"FMS","Fresenius Medical Care Corporation","39.92","HEALTH CARE"
"ADPT","Adeptus Health Inc.","106.2","HEALTH CARE"
"TRC","Tejon Ranch Co","22.13","FINANCE"
"MC","Moelis & Company","26.68","FINANCE"
"AEL","American Equity Investment Life Holding Company","23.96","FINANCE"
"ITW","Illinois Tool Works Inc.","82.63","TECHNOLOGY"
"SFE","Safeguard Scientifics, Inc.","17.48","FINANCE"
"FFG","FBL Financial Group, Inc.","56.6","FINANCE"
"AMTD","TD Ameritrade Holding Corporation","33.52","FINANCE"
"HJV","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","17.09","FINANCE"
"WBK","Westpac Banking Corporation","21.91","FINANCE"
"BAX","Baxter International Inc.","35.97","HEALTH CARE"
"CVG","Convergys Corporation","22.77","TECHNOLOGY"
"TFG","Goldman Sachs Group, Inc. (The)","26.65","FINANCE"
"ELLI","Ellie Mae, Inc.","74.2","TECHNOLOGY"
"ATU","Actuant Corporation","18.7","TECHNOLOGY"
"TRMR","Tremor Video, Inc.","2","TECHNOLOGY"
"DLB","Dolby Laboratories","31.41","TECHNOLOGY"
"YUME","YuMe, Inc.","2.82","TECHNOLOGY"
"SOL","Renesola Ltd.","1.2","TECHNOLOGY"
"WHG","Westwood Holdings Group Inc","53.37","FINANCE"
"DWRE","DEMANDWARE, INC.","54.04","TECHNOLOGY"
"RNR","RenaissanceRe Holdings Ltd.","105.16","FINANCE"
"KB","KB Financial Group Inc","29.38","FINANCE"
"HIG","Hartford Financial Services Group, Inc. (The)","45.56","FINANCE"
"HUM","Humana Inc.","187","HEALTH CARE"
"UIS","Unisys Corporation","13.08","TECHNOLOGY"
"UNH","UnitedHealth Group Incorporated","117.8","HEALTH CARE","DOW"
"GEK","General Electric Capital Corporation","25.06","FINANCE"
"MHNB","Maiden Holdings, Ltd.","26","FINANCE"
"NNA","Navios Maritime Acquisition Corporation","3.73","TRANSPORTATION"
"UBS","UBS AG","20.36","FINANCE"
"PJC","Piper Jaffray Companies","37.24","FINANCE"
"RBS^H","Royal Bank Scotland plc (The)","25.33","FINANCE"
